,category,text,grupo
905,1,Virginia - slow traffic northbound Sandgate Road at Toombul Rd,1
906,0," Hi JP. If her account was taken over by someone else, have her follow these steps to secure it: -CB",0
907,1,"A814 A739 - Sawmill roundabout - Breakdown, lane closed Eastbound for up to minutes has been cleared. #TSIncident",1
908,0,"Everybody take a deep breath! 
#HopeLives! ",0
909,1,CLEARED: Alton SB at 47th St has Reopened. #Traffic congestion has returned to normal #MiamiBeach ,1
910,0,Back in #Burma for first visit after historic democratic transition to a civilian government. ,0
911,1,highway E in Knox Co Crash at EXIT : BRIDGEWATER RD. / WALKER SPRINGS RD. / GALLAHER VIEW RD. at : AM / est clear by : AM /,1
912,0, Great idea! We’ll be sure to pass this one along to our Product Development Team! 😊,0
913,1,Cleared: Construction on #SagtikosStateParkway SB from Exit SM2 - NY ; Veterans Memorial Parkway; Harned Road to Exit SM1E - Northern...,1
914,1,"New: Traffic congestion in Orange on highway east at Exit 83B SR-, left lane blocked. Last updated at ::09AM....",1
915,1,McClain County: I35 NB just south of miler marker is a non-injury accident with the roadway clear...teg,1
916,1,"Updated: Crash in Broward on highway north at Exit SR-, all lanes blocked. Last updated at ::18AM. ",1
917,1,Update! All lanes are now open now on Chamberlayne near Shady Grave in Hanover. ,1
918,1,"Westbound left lane of highway, from the Vermilion Bridge to the Louisiana Avenue Bridge, will be closed tomorrow night
",1
919,0,If anyone talks to me whilst i'm watching #ShadesOfBlue tonight... #SorryNotSorry  ,0
920,0, We have plenty of boxes! Swing by a store near you: ,0
921,1,Cleared: Construction on #GardenStateParkway SB at Exit - highway/highway/NJ ,1
922,1,CLEARED: Turnpike Roadwork on Pennsylvania Turnpike highway eastbound between Exit - highway/To PA and Exit - PA affecting the rig,1
923,1,"RT: Updated - multi-vehicle #accident on - northbound. #fire #county #coroner August , at :04PM #USSup…",1
924,0,Temple Grandin explains how #Neurodiversity in science contributes to innovative ideas: ,0
925,1,Update: Construction on #GLine Both directions at Coney Island-Stillwell Avenue ,1
926,1,Traffic on the major routes moving relatively well through mid-Missouri. Drive w/caution &amp; keep updated w/our map a… ,1
927,1,Cleared: Accident: EB on highway at MM64 in Fairfax Co.:10PM,1
928,0,#ShadesofBlue is back and more badass than ever. discusses Season with ,0
929,0, #pecan crop in #Arizona was valued at a record high $. million.  ,0
930,1,Incident on #7Line at Mets-Willets Point Station ,1
931,0,"On International Women’s Day, and I are inspired by all of you who embrace your power to drive chang… ",0
932,1,Cleared: Construction on #NY12B Both directions from CR ; Brimfield Street to Seneca Turnpike; NY ; END ROUTE; Clinton Road; NY 12B,1
933,0,"As a result of #climatechange, countries need to develop fire prevention strategies, says ",0
934,1,"Accident - highway SB past Dale Earnhardt Blvd Exit , right lane blocked in Concord, Kannapolis #clttraffic #clt",1
935,0,"[Update: #APK Download] #Google is testing a new Search Lite app for slow networks
#PhoneFreaks
#SearchLite… ",0
936,1,"RT NC-, South West of Asheboro Randolph, Vehicle Crash, Road Closed with Detour, at / : PM #Triadroads",1
937,0,Yaaasss! #Beliebers got &amp; Philly's own #WhereAreÜNow to # 2nite on the #PhillyHi5at9 Countdown! ,0
938,1,Update: Incident on #JLine Both directions from Essex Street Station to Jamaica Center-Parsons/Archer Station ,1
939,0,"Boaters: When storms start to form, head to port or safe shelter immediately! #SummerSafety ",0
940,1,IH- NORTH Southbound At TIDWELL RD - Stall - Status: Cleared at : PM,1
941,1,On highway westbound on the Floating Bridge there is a disabled vehicle blocking the right lane.,1
942,0,This is disturbing beyond the fact that voter fraud has been studied many times and has been found to be rare:… ,0
943,0,"The Assumption of the Blessed Virgin Mary Catholic Church held its Praha Picnic today, incl. the dedication of a ne… ",0
944,1,"New: Planned construction in Orange on highway east at Exit Ivanhoe Blvd, right lane blocked. Last updated at...",1
945,0,The  PDP boys from in action vs on their England Tour. ,0
946,0,News organizations' websites and social media sites are about equally common as pathways to online news… ,0
947,1,"New: Planned construction in Manatee on highway north at Exit 97th St East, right lane blocked. Last updated at...",1
948,1,highway MM . NB at highway / Eastside Ramp closed hours due to construction work,1
949,0,#SelfStorage tip&gt;&gt; Control access to your #smallbusiness storage by adding authorized users to your unit! More here… ,0
950,0, how bad on a scale from wavy to afro ,0
951,1,Accident in #Nashville on Dr. DB Todd Jr Blvd at Buchanan St #Nashville #traffic ,1
952,1,Westbound closed at MM for an accident. Take exit if traveling west or take HWY . No ETA on when the roadway will open.,1
953,1,"TRAFFIC ALERT: Drive with caution traveling WB on Base Line Rd with construction. One lane from 9am-4pm, two lanes… ",1
954,0,Discover a new toolkit that helps urban farmers start or grow operations. ,0
955,1,WEST SAM HOUSTON TOLLWAY Northbound At BISSONNET ST - Accident - Status: Cleared at : AM,1
956,0,Lmao how my CIT say they gonna teach me how to use Twitter?! ,0
957,0,Are you ready for farmers market season? Use the Farm Storage Facility Loan to help get your products to market! ,0
958,0,Just added! A second show to WITNESS: The Tour in Paris! 🇫🇷🇫🇷 Tickets on sale Thursday at 10AM CEST.… ,0
959,1,"Crash
SR at MP ( Mi E of UT/NV border) Box Elder Co.
Est. Clearance Time: : AM",1
960,0,". player defined the odds &amp; returned to the game months after suffering a stroke. 
 
🏈:… ",0
961,1,IH- GULF Northbound At IH- SOUTH LOOP - Vehicle Fire - Status: Cleared at : AM,1
962,1,"Some moderate snow falling over higher terrain of Northern #VT #NEK, be ready for changing road conditions. Slow down, drive safely!",1
963,0,"Man watching ""Ray"" again and was unbelievable!! Feel like I actually watching the real Ray Charles Robinson. Incredible homie!",0
964,0,FHFA Proposes - Housing Goals for &amp;  ,0
965,0, You are welcome. If you like to read about our efforts in lowering emissions check out ,0
966,1,Updated: Incident on #BabylonBranch at Bellmore Station ,1
967,1,"New: Disabled vehicle in Miami-Dade on Express north at SR-/NW St, right lane blocked. Last updated at...",1
968,1,CLEARED: Crash on highway southbound at Intersection of WILLOBROOK CORP CTR RD / + MATLACK ST / + MATLOCK IND PARK RD in WEST GOSHEN [2TWP].,1
969,1,Cleared: Construction on #LLine Both directions from Myrtle Avenue Station to Rockaway Parkway-Canarsie Station,1
970,1,"Updated: Crash in Broward on Express north beyond Hollywood Blvd, all lanes blocked. Last updated at ::39PM. ",1
971,1,On the SR northbound on-ramp from highway southbound there is a collision partially blocking the ramp.,1
972,1,"highway: Crash, SOUTHBOUND, near Worland, at milepost . Prepare to stop. Expect delays. #wyoroad",1
973,1,Turnpike Roadwork on Pennsylvania Turnpike highway northbound between Exit - highway/highway and Exit - highway affecting the shoulder right l,1
974,0,There are no wrong turns on Emelie and Oscar's summer road trip. Get lost in your new favorite #EyeLoveTommy frames… ,0
975,1,US89 Alpine Jct - Hoback Jct: Closed BOTH DIR due to avalanche control. -FEB : #wyoroad,1
976,1,Incident on #JLine at Jamaica Center-Parsons/Archer Station ,1
977,0,You guys the nugget cup tho #KPWWW #WITNESS ,0
978,0,$Holdmypursegirl drop donations to my cash app this is my last year and due to graduation in the fall. Double major 😊,0
979,1,Cleared | MILWAUKEE Co | Fire | highway WB | N 32ND ST | Two Right Lanes | ,1
980,0,Today is the very last day of our activewear sale — snag all you can while it’s up to % OFF!… ,0
981,0,Did you know that Kellogg is making the cereals people love even better? ,0
982,1,"UPDATE: The eastbound lanes of highway, from the Garrity Blvd. exit in Nampa to the HWY exit near Meridian, are closed due to a brush fire.",1
983,1,highway MM . NB near highway/ mile Left lanes closed hours due to construction work,1
984,0,You might not be doing #InternationalBeerDay the right way if you haven't scoped out #ChiFriFlights:… ,0
985,1,Construction on #NJ71 Both directions at CR /Asbury Av ,1
986,0,Heavy police presence near Hoffman Park in Pitt Meadows #MapleRidge #bhivec ,0
987,1,"WY22:Crash, ALL LANES BLOCKED at milepost .. Prepare to stop. Expect delays. : -Sept #WYOROAD",1
988,0,We will remain fully engaged w/ open lines of communication as #HurricaneHarvey makes landfall. America is w/ you!… ,0
989,0,Hey #LasVegas fans! Looking for the best #moving deal in town? #UBox has you covered! ✔️ it out: ,0
990,0,"Currently, there are few outages, but Appalachian Power continues to prepare for potential damage to electrical facilities due to the storm.",0
991,0,UN strategy to combat sexual exploitation &amp; abuse: prevention and protection of victims the priority. More here:… ,0
992,0,"peanuts are not nuts, they are in fact legumes",0
993,0,"okay, #harva fans - a 'lil something to keep you happy #Shadesofblue  ",0
994,1,Oklahoma: I35 southbound between Britton and Hefner...non-injury accident...roadway is clear...MCM,1
995,1,"US89: Law enforcement activity, All lanes closed btwn Hoback Jct &amp; Jackson @ MP , Expect delays. #Wyoroad",1
996,0,Putting everyday objects in the hands of great teachers can lead to magical moments in the classroom…,0
997,1,Incident on #AtlanticHighlandsRoute Both directions from Atlantic Highlands to Jersey City/Hoboken ,1
998,0,FHWA Roadway Safety Data and Analysis Toolbox – Finding the Right Tool for the Job – UVA Transportation Training... ,0
999,1,Update: Incident on #ELine Queens bound from Jackson Hts-Roosevelt Avenue Station to Forest Hills-71st Avenue...,1
1000,0," Hi there. If you're having trouble receiving a verification code, you can request a new one here: -CS",0
